time_utc,elapsed_ms,phase,drive_id,channel,logical_motor,requested_rpm,given_rpm,actual_speed_raw_d10,actual_rpm,current_a,position_counts,control_command,run_status,hall_state,hall_angle_deg,error_code,sample_duration_ms,read_errors
2026-07-21T05:34:12.135435+00:00,420,baseline,2,M1,2,0,0,-5,-0.5,0.0,64955,0,0,162,100,0x00000000,319,
2026-07-21T05:34:12.473376+00:00,758,accelerate_hold,2,M1,2,1,1,-40,-4.0,3.7,64960,0,1,100,43,0x00000000,304,
2026-07-21T05:34:12.826841+00:00,1112,accelerate_hold,2,M1,2,1,1,-70,-7.0,-2.8,64960,0,1,162,222,0x00000000,293,
2026-07-21T05:34:13.203614+00:00,1488,accelerate_hold,2,M1,2,1,1,-80,-8.0,-5.0,64965,0,1,222,195,0x00000000,317,
2026-07-21T05:34:13.673309+00:00,1958,accelerate_hold,2,M1,2,1,1,120,12.0,-4.8,64960,0,1,281,344,0x00000000,410,
2026-07-21T05:34:14.043171+00:00,2328,accelerate_hold,2,M1,2,1,1,-135,-13.5,-5.0,64970,0,1,222,344,0x00000000,310,
2026-07-21T05:34:14.432991+00:00,2718,accelerate_hold,2,M1,2,1,1,-50,-5.0,-4.3,64965,0,1,281,344,0x00000000,330,
2026-07-21T05:34:14.805600+00:00,3090,accelerate_hold,2,M1,2,1,1,-160,-16.0,-4.9,64970,0,1,222,343,0x00000000,313,
2026-07-21T05:34:15.331806+00:00,3617,accelerate_hold,2,M1,2,1,1,-50,-5.0,-4.5,64965,0,1,281,344,0x00000000,466,
2026-07-21T05:34:15.513786+00:00,3799,accelerate_hold,2,M1,2,1,1,135,13.5,1.0,64960,0,1,222,235,0x00000000,122,
2026-07-21T05:34:15.766449+00:00,4051,accelerate_hold,2,M1,2,1,0,-70,-7.0,0.0,64970,0,0,344,303,0x00000800,193,
2026-07-21T05:34:18.066489+00:00,6351,accelerate_hold,2,M1,2,1,0,-20,-2.0,-0.1,64970,0,0,,,0x00000800,2240,0x5688x2:READ_REG_FAILED|0x568Cx2:READ_REG_FAILED
