time_utc,elapsed_ms,phase,drive_id,channel,logical_motor,requested_rpm,given_rpm,actual_speed_raw_d10,actual_rpm,current_a,position_counts,control_command,run_status,hall_state,hall_angle_deg,error_code,sample_duration_ms,read_errors
2026-07-21T05:31:13.002857+00:00,398,baseline,2,M1,2,0,0,0,0.0,-0.1,83,0,0,222,163,0x00000000,348,
2026-07-21T05:31:13.390311+00:00,786,accelerate_hold,2,M1,2,1,0,-2,-0.2,-4.7,83,0,1,222,171,0x00000000,348,
2026-07-21T05:31:13.940138+00:00,1336,accelerate_hold,2,M1,2,1,1,7,0.7,0.5,84,0,1,100,281,0x00000000,490,
2026-07-21T05:31:14.334599+00:00,1730,accelerate_hold,2,M1,2,1,1,7,0.7,0.9,85,0,1,344,42,0x00000000,334,
2026-07-21T05:31:14.555524+00:00,1951,accelerate_hold,2,M1,2,1,1,7,0.7,4.4,86,0,1,42,136,0x00000000,161,
2026-07-21T05:31:14.748566+00:00,2144,accelerate_hold,2,M1,2,1,1,14,1.4,-4.0,88,0,1,344,69,0x00000000,133,
2026-07-21T05:31:14.953379+00:00,2349,accelerate_hold,2,M1,2,1,1,10,1.0,-4.0,89,0,1,344,324,0x00000000,145,
2026-07-21T05:31:15.306180+00:00,2702,accelerate_hold,2,M1,2,1,1,7,0.7,4.3,91,0,1,100,97,0x00000000,293,
2026-07-21T05:31:15.519557+00:00,2915,accelerate_hold,2,M1,2,1,1,12,1.2,3.7,93,0,1,100,234,0x00000000,153,
2026-07-21T05:31:15.739775+00:00,3135,accelerate_hold,2,M1,2,1,1,16,1.6,-4.7,95,0,1,162,240,0x00000000,160,
2026-07-21T05:31:15.942523+00:00,3338,accelerate_hold,2,M1,2,1,1,6,0.6,-1.8,96,0,1,281,270,0x00000000,143,
2026-07-21T05:31:16.127797+00:00,3523,accelerate_hold,2,M1,2,1,1,10,1.0,0.5,97,0,1,281,332,0x00000000,125,
2026-07-21T05:31:16.362581+00:00,3758,decelerate_zero,2,M1,2,0,1,16,1.6,1.3,98,0,1,222,352,0x00000000,152,
2026-07-21T05:31:16.555982+00:00,3952,decelerate_zero,2,M1,2,0,1,12,1.2,-4.4,100,0,1,222,281,0x00000000,133,
2026-07-21T05:31:16.763643+00:00,4159,decelerate_zero,2,M1,2,0,1,7,0.7,4.5,101,0,1,281,41,0x00000000,148,
2026-07-21T05:31:17.008581+00:00,4404,decelerate_zero,2,M1,2,0,1,7,0.7,4.2,102,0,1,222,304,0x00000000,185,
2026-07-21T05:31:17.210860+00:00,4606,decelerate_zero,2,M1,2,0,1,-2,-0.2,3.9,103,0,1,162,154,0x00000000,142,
2026-07-21T05:31:17.418066+00:00,4814,decelerate_zero,2,M1,2,0,1,0,0.0,5.2,103,0,1,281,344,0x00000000,147,
2026-07-21T05:31:17.618471+00:00,5014,decelerate_zero,2,M1,2,0,1,4,0.4,3.1,103,0,1,344,21,0x00000000,140,
2026-07-21T05:31:17.799316+00:00,5195,decelerate_zero,2,M1,2,0,0,4,0.4,-5.1,104,0,1,344,224,0x00000000,121,
2026-07-21T05:31:18.030917+00:00,5426,decelerate_zero,2,M1,2,0,0,-5,-0.5,3.7,103,0,1,344,42,0x00000000,171,
2026-07-21T05:31:18.246364+00:00,5642,decelerate_zero,2,M1,2,0,0,-4,-0.4,5.2,103,0,1,344,42,0x00000000,155,
2026-07-21T05:31:18.597065+00:00,5993,decelerate_zero,2,M1,2,0,0,7,0.7,-4.8,104,0,1,344,29,0x00000000,291,
2026-07-21T05:31:18.841803+00:00,6237,final,2,M1,2,0,0,7,0.7,0.0,104,0,0,344,335,0x00000000,131,
