address,name,display_name,group,subgroup,motor_index,access,driver_type,pc_type,scale,suffix,ok,words_hex,words_unsigned,decoded_value,display_value,enum_value,error
0x5232,m2_current_gain,Current Gain,Motor,PIDParam,M2,rw,float,float,,,True,0x3E80 0x0000,16000 0,0.25,0.25,,
0x5238,m1_speed_feed_forward_gain,Speed Feed Forward Gain,Motor,PIDParam,M1,rw,float,float,,,True,0x3F80 0x0000,16256 0,1.0,1.0,,
0x523A,m2_speed_feed_forward_gain,Speed Feed Forward Gain,Motor,PIDParam,M2,rw,float,float,,,True,0x3F80 0x0000,16256 0,1.0,1.0,,
0x5240,m1_speed_dead_zone,Speed Dead Zone,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5241,m2_speed_dead_zone,Speed Dead Zone,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5248,m1_speed_acc_kp,Speed Acc Kp,Motor,PIDParam,M1,rw,float,float,,,True,0x41A0 0x0000,16800 0,20.0,20.0,,
0x524A,m2_speed_acc_kp,Speed Acc Kp,Motor,PIDParam,M2,rw,float,float,,,True,0x3AC4 0x9BA6,15044 39846,0.001500000013038516,0.001500000013038516,,
0x5250,m1_speed_acc_Ki,Speed Acc Ki,Motor,PIDParam,M1,rw,float,float,,,True,0x3F80 0x0000,16256 0,1.0,1.0,,
0x5252,m2_speed_acc_Ki,Speed Acc Ki,Motor,PIDParam,M2,rw,float,float,,,True,0x38D1 0xB717,14545 46871,9.999999747378752e-05,9.999999747378752e-05,,
0x5258,m1_speed_acc_Kd,Speed Acc Kd,Motor,PIDParam,M1,rw,float,float,,,True,0x4120 0x0000,16672 0,10.0,10.0,,
0x525A,m2_speed_acc_Kd,Speed Acc Kd,Motor,PIDParam,M2,rw,float,float,,,True,0x0000 0x0000,0 0,0.0,0.0,,
0x5260,m1_position_pid_Kd_filter,Position pid Kd filter,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0BB8,3000,3000,3000,,
0x5262,m2_position_pid_Kd_filter,Position pid Kd filter,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0BB8,3000,3000,3000,,
0x5264,m1_speed_pid_Kd_filter,Speed pid Kd filter,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0FA0,4000,4000,4000,,
0x5266,m2_speed_pid_Kd_filter,Speed pid Kd filter,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0FA0,4000,4000,4000,,
0x5268,m1_acc_pid_Kd_filter,Acc pid Kd filter,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0FA0,4000,4000,4000,,
0x526A,m2_acc_pid_Kd_filter,Acc pid Kd filter,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0FA0,4000,4000,4000,,
0x526C,m1_speed_feedback_filter,Speed feedback filter,Motor,PIDParam,M1,rw,uint16,int,,,True,0x001E,30,30,30,,
0x526E,m2_speed_feedback_filter,Speed feedback filter,Motor,PIDParam,M2,rw,uint16,int,,,True,0x001E,30,30,30,,
0x5270,m1_acc_feedback_filter,Acc feedback filter,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5272,m2_acc_feedback_filter,Acc feedback filter,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5274,m1_current_cmd_Filter,current cmd Filter,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5276,m2_current_cmd_Filter,current cmd Filter,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5278,m1_speedLoop_bypass,speedLoop bypass,Motor,PIDParam,M1,rw,uint16,int,,,True,0x0001,1,1,1,,
0x527A,m2_speedLoop_bypass,speedLoop bypass,Motor,PIDParam,M2,rw,uint16,int,,,True,0x0001,1,1,1,,
0x5300,m1_motor_ctrol,Motor Control,Motor,CtrlParam,M1,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5301,m2_motor_ctrol,Motor Control,Motor,CtrlParam,M2,rw,uint16,int,,,True,0x0000,0,0,0,,
0x5304,m1_given_speed,Given Speed,Motor,CtrlParam,M1,rw,int16,int,, rpm,True,0x0000,0,0,0,,
0x5305,m2_given_speed,Given Speed,Motor,CtrlParam,M2,rw,int16,int,, rpm,True,0x0000,0,0,0,,
0x5308,m1_given_current,Given Current,Motor,CtrlParam,M1,rw,int16,float,0.1, A,True,0x0000,0,0,0.0,,
0x5309,m2_given_current,Given Current,Motor,CtrlParam,M2,rw,int16,float,0.1, A,True,0x0000,0,0,0.0,,
0x530C,m1_given_position,Given Position,Motor,CtrlParam,M1,rw,int32,int,,,True,0x0000 0x0000,0 0,0,0,,
0x530E,m2_given_position,Given Position,Motor,CtrlParam,M2,rw,int32,int,,,True,0x0000 0x0000,0 0,0,0,,
0x5400,m1_run_state,Run State,Motor,StateParam,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5401,m2_run_state,Run State,Motor,StateParam,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5404,m1_motor_temp,Motor Temp,Motor,StateParam,M1,ro,int16,int,0.1, ℃,True,0xFF1D,65309,-227,-22.700000000000003,,
0x5405,m2_motor_temp,Motor Temp,Motor,StateParam,M1,ro,int16,int,0.1, ℃,True,0xFF1D,65309,-227,-22.700000000000003,,
0x5408,m1_mos_temp,MOS Temp,Motor,StateParam,M1,ro,int16,int,0.1, ℃,True,0x00DD,221,221,22.1,,
0x5409,m2_mos_temp,MOS Temp,Motor,StateParam,M1,ro,int16,int,0.1, ℃,True,0x00DD,221,221,22.1,,
0x540C,m1_bus_volt,Bus Volt,Motor,StateParam,M1,ro,int16,int,0.1,,True,0x0219,537,537,53.7,,
0x540D,m2_bus_volt,Bus Volt,Motor,StateParam,M1,ro,int16,int,0.1,,True,0x0219,537,537,53.7,,
0x5410,m1_speed,Speed,Motor,StateParam,M1,ro,int16,int,0.1, rpm,True,0x0000,0,0,0.0,,
0x5411,m2_speed,Speed,Motor,StateParam,M1,ro,int16,int,0.1, rpm,True,0x0000,0,0,0.0,,
0x5414,m1_current,Current,Motor,StateParam,M1,ro,int16,int,0.1, A,True,0xFFFF,65535,-1,-0.1,,
0x5415,m2_current,Current,Motor,StateParam,M1,ro,int16,int,0.1, A,True,0x0000,0,0,0.0,,
0x5418,m1_position,Position,Motor,StateParam,M1,ro,int32,int,,,True,0x0000 0x0000,0 0,0,0,,
0x541A,m2_position,Position,Motor,StateParam,M1,ro,int32,int,,,True,0x0000 0x0000,0 0,0,0,,
0x5420,m1_error_code,Error Code,Motor,StateParam,M1,ro,uint32,int,,,True,0x0000 0x0000,0 0,0,0,,
0x5422,m2_error_code,Error Code,Motor,StateParam,M1,ro,uint32,int,,,True,0x0000 0x0000,0 0,0,0,,
0x5504,m1_encoder_linenum_bitnum,Encoder Line Num/Bit Num,Motor,Encoder,M1,rw,uint16,int,,,True,0x0400,1024,1024,1024,,
0x5505,m2_encoder_linenum_bitnum,Encoder Line Num/Bit Num,Motor,Encoder,M2,rw,uint16,int,,,True,0x0400,1024,1024,1024,,
0x5508,m1_encoder_direction,Encoder Direction,Motor,Encoder,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5509,m2_encoder_direction,Encoder Direction,Motor,Encoder,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x550C,m1_encoder_offset,Encoder Offset,Motor,Encoder,M1,ro,int16,int,,,True,0x002A,42,42,42,,
0x550D,m2_encoder_offset,Encoder Offset,Motor,Encoder,M2,ro,int16,int,,,True,0x0028,40,40,40,,
0x5580,m1_encoder_temp,Encoder Temp,Motor,EncoderState,M1,ro,int16,int,0.1, ℃,True,0x0000,0,0,0.0,,
0x5581,m2_encoder_temp,Encoder Temp,Motor,EncoderState,M2,ro,int16,int,0.1, ℃,True,0x0000,0,0,0.0,,
0x5584,m1_encoder_cali_state,Cali State,Motor,EncoderState,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5585,m2_encoder_cali_state,Cali State,Motor,EncoderState,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5620,m1_hall_install_type,Hall Install Type,Motor,Hall,M1,rw,uint16,enum,,,True,0x0000,0,0,0,120°,
0x5621,m2_hall_install_type,Hall Install Type,Motor,Hall,M2,rw,uint16,enum,,,True,0x0000,0,0,0,120°,
0x5624,m1_hall_detect_current,Hall Detect Current,Motor,Hall,M1,rw,uint16,int,,,True,0x000F,15,15,15,,
0x5625,m2_hall_detect_current,Hall Detect Current,Motor,Hall,M2,rw,uint16,int,,,True,0x000F,15,15,15,,
0x5640,m1_hall_table_0,Hall Table 0,Motor,Hall,M1,ro,int16,int,,,True,0x0000,0,0,0,,
0x5641,m1_hall_table_1,Hall Table 1,Motor,Hall,M1,ro,int16,int,,,True,0x002C,44,44,44,,
0x5642,m1_hall_table_2,Hall Table 2,Motor,Hall,M1,ro,int16,int,,,True,0x0067,103,103,103,,
0x5643,m1_hall_table_3,Hall Table 3,Motor,Hall,M1,ro,int16,int,,,True,0x00A4,164,164,164,,
0x5644,m1_hall_table_4,Hall Table 4,Motor,Hall,M1,ro,int16,int,,,True,0x00E0,224,224,224,,
0x5645,m1_hall_table_5,Hall Table 5,Motor,Hall,M1,ro,int16,int,,,True,0x011B,283,283,283,,
0x5646,m1_hall_table_6,Hall Table 6,Motor,Hall,M1,ro,int16,int,,,True,0x0159,345,345,345,,
0x5647,m1_hall_table_7,Hall Table 7,Motor,Hall,M1,ro,int16,int,,,True,0x0000,0,0,0,,
0x5650,m2_hall_table_0,Hall Table 0,Motor,Hall,M2,ro,int16,int,,,True,0x0000,0,0,0,,
0x5651,m2_hall_table_1,Hall Table 1,Motor,Hall,M2,ro,int16,int,,,True,0x0028,40,40,40,,
0x5652,m2_hall_table_2,Hall Table 2,Motor,Hall,M2,ro,int16,int,,,True,0x0063,99,99,99,,
0x5653,m2_hall_table_3,Hall Table 3,Motor,Hall,M2,ro,int16,int,,,True,0x00A1,161,161,161,,
0x5654,m2_hall_table_4,Hall Table 4,Motor,Hall,M2,ro,int16,int,,,True,0x00DC,220,220,220,,
0x5655,m2_hall_table_5,Hall Table 5,Motor,Hall,M2,ro,int16,int,,,True,0x0118,280,280,280,,
0x5656,m2_hall_table_6,Hall Table 6,Motor,Hall,M2,ro,int16,int,,,True,0x0157,343,343,343,,
0x5657,m2_hall_table_7,Hall Table 7,Motor,Hall,M2,ro,int16,int,,,True,0x0000,0,0,0,,
0x5680,m1_hall_temp,Hall Temp,Motor,HallState,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5681,m2_hall_temp,Hall Temp,Motor,HallState,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5684,m1_hall_cali_state,Cali State,Motor,HallState,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5685,m2_hall_cali_state,Cali State,Motor,HallState,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5688,m1_hall_state,Hall State,Motor,HallState,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5689,m2_hall_state,Hall State,Motor,HallState,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x568C,m1_hall_angle,Hall Angle,Motor,HallState,M1,ro,int16,int,,,True,0x00D1,209,209,209,,
0x568D,m2_hall_angle,Hall Angle,Motor,HallState,M2,ro,int16,int,,,True,0x0059,89,89,89,,
0x5710,m1_identify_state,Identify State,Motor,MotorIdentify,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5711,m2_identify_state,Identify State,Motor,MotorIdentify,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5714,m1_identify_rs,Identify Rs,Motor,MotorIdentify,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5715,m2_identify_rs,Identify Rs,Motor,MotorIdentify,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5718,m1_identify_ld,Identify Ld,Motor,MotorIdentify,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x5719,m2_identify_ld,Identify Ld,Motor,MotorIdentify,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
0x571C,m1_identify_lq,Identify Lq,Motor,MotorIdentify,M1,ro,uint16,int,,,True,0x0000,0,0,0,,
0x571D,m2_identify_lq,Identify Lq,Motor,MotorIdentify,M2,ro,uint16,int,,,True,0x0000,0,0,0,,
