time_ms,raw_angle,angle_deg,servo_us,phase,i2c_valid,valid,glitch,status,unwrapped_deg,phase_displacement_deg
4294967288,2143,188.3496,1500,NEUTRAL_START,1,1,0,48,0.0879,0.0879
32,2140,188.0859,1500,NEUTRAL_START,1,1,0,48,-0.1758,-0.1758
72,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
112,2145,188.5254,1500,NEUTRAL_START,1,1,0,48,0.2637,0.2637
152,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
192,2142,188.2617,1500,NEUTRAL_START,1,1,0,48,0.0000,0.0000
232,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
272,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
312,2141,188.1738,1500,NEUTRAL_START,1,1,0,48,-0.0879,-0.0879
352,2146,188.6133,1500,NEUTRAL_START,1,1,0,48,0.3516,0.3516
392,2141,188.1738,1500,NEUTRAL_START,1,1,0,48,-0.0879,-0.0879
432,2145,188.5254,1500,NEUTRAL_START,1,1,0,48,0.2637,0.2637
472,2146,188.6133,1500,NEUTRAL_START,1,1,0,48,0.3516,0.3516
512,2146,188.6133,1500,NEUTRAL_START,1,1,0,48,0.3516,0.3516
552,2144,188.4375,1500,NEUTRAL_START,1,1,0,48,0.1758,0.1758
592,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
632,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
672,2143,188.3496,1500,NEUTRAL_START,1,1,0,48,0.0879,0.0879
712,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
752,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
792,2145,188.5254,1500,NEUTRAL_START,1,1,0,48,0.2637,0.2637
832,2146,188.6133,1500,NEUTRAL_START,1,1,0,48,0.3516,0.3516
872,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
912,2142,188.2617,1500,NEUTRAL_START,1,1,0,48,0.0000,0.0000
952,2140,188.0859,1500,NEUTRAL_START,1,1,0,48,-0.1758,-0.1758
992,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
1032,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
1072,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
1112,2140,188.0859,1500,NEUTRAL_START,1,1,0,48,-0.1758,-0.1758
1152,2144,188.4375,1500,NEUTRAL_START,1,1,0,48,0.1758,0.1758
1192,2142,188.2617,1500,NEUTRAL_START,1,1,0,48,0.0000,0.0000
1232,2145,188.5254,1500,NEUTRAL_START,1,1,0,48,0.2637,0.2637
1272,2145,188.5254,1500,NEUTRAL_START,1,1,0,48,0.2637,0.2637
1312,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
1352,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
1392,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
1432,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
1472,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
1512,2146,188.6133,1500,NEUTRAL_START,1,1,0,48,0.3516,0.3516
1552,2144,188.4375,1500,NEUTRAL_START,1,1,0,48,0.1758,0.1758
1592,2143,188.3496,1500,NEUTRAL_START,1,1,0,48,0.0879,0.0879
1632,2143,188.3496,1500,NEUTRAL_START,1,1,0,48,0.0879,0.0879
1672,2142,188.2617,1500,NEUTRAL_START,1,1,0,48,0.0000,0.0000
1712,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
1752,2138,187.9102,1500,NEUTRAL_START,1,1,0,48,-0.3516,-0.3516
1792,2143,188.3496,1500,NEUTRAL_START,1,1,0,48,0.0879,0.0879
1832,2139,187.9980,1500,NEUTRAL_START,1,1,0,48,-0.2637,-0.2637
1872,2140,188.0859,1500,NEUTRAL_START,1,1,0,48,-0.1758,-0.1758
1912,2143,188.3496,1500,NEUTRAL_START,1,1,0,48,0.0879,0.0879
1952,2146,188.6133,1500,NEUTRAL_START,1,1,0,48,0.3516,0.3516
1992,2140,188.0859,2000,LEFT_2000_US,1,1,0,48,-0.1758,-0.1758
2032,2140,188.0859,2000,LEFT_2000_US,1,1,0,48,-0.1758,-0.1758
2072,2138,187.9102,2000,LEFT_2000_US,1,1,0,48,-0.3516,-0.3516
2112,2130,187.2070,2000,LEFT_2000_US,1,1,0,48,-1.0547,-1.0547
2152,2120,186.3281,2000,LEFT_2000_US,1,1,0,48,-1.9336,-1.9336
2192,2109,185.3613,2000,LEFT_2000_US,1,1,0,48,-2.9004,-2.9004
2232,2101,184.6582,2000,LEFT_2000_US,1,1,0,48,-3.6035,-3.6035
2272,2090,183.6914,2000,LEFT_2000_US,1,1,0,48,-4.5703,-4.5703
2312,2078,182.6367,2000,LEFT_2000_US,1,1,0,48,-5.6250,-5.6250
2352,2064,181.4062,2000,LEFT_2000_US,1,1,0,48,-6.8555,-6.8555
2392,2052,180.3516,2000,LEFT_2000_US,1,1,0,48,-7.9102,-7.9102
2432,2040,179.2969,2000,LEFT_2000_US,1,1,0,48,-8.9648,-8.9648
2472,2028,178.2422,2000,LEFT_2000_US,1,1,0,48,-10.0195,-10.0195
2512,2015,177.0996,2000,LEFT_2000_US,1,1,0,48,-11.1621,-11.1621
2552,2004,176.1328,2000,LEFT_2000_US,1,1,0,48,-12.1289,-12.1289
2592,1994,175.2539,2000,LEFT_2000_US,1,1,0,48,-13.0078,-13.0078
2632,1982,174.1992,2000,LEFT_2000_US,1,1,0,48,-14.0625,-14.0625
2672,1971,173.2324,2000,LEFT_2000_US,1,1,0,48,-15.0293,-15.0293
2712,1961,172.3535,2000,LEFT_2000_US,1,1,0,48,-15.9082,-15.9082
2752,1942,170.6836,2000,LEFT_2000_US,1,1,0,48,-17.5781,-17.5781
2792,1932,169.8047,2000,LEFT_2000_US,1,1,0,48,-18.4570,-18.4570
2832,1921,168.8379,2000,LEFT_2000_US,1,1,0,48,-19.4238,-19.4238
2872,1912,168.0469,2000,LEFT_2000_US,1,1,0,48,-20.2148,-20.2148
2912,1900,166.9922,2000,LEFT_2000_US,1,1,0,48,-21.2695,-21.2695
2952,1884,165.5859,2000,LEFT_2000_US,1,1,0,48,-22.6758,-22.6758
2992,1873,164.6191,2000,LEFT_2000_US,1,1,0,48,-23.6426,-23.6426
3032,1860,163.4766,2000,LEFT_2000_US,1,1,0,48,-24.7852,-24.7852
3072,1844,162.0703,2000,LEFT_2000_US,1,1,0,48,-26.1914,-26.1914
3112,1833,161.1035,2000,LEFT_2000_US,1,1,0,48,-27.1582,-27.1582
3152,1829,160.7520,2000,LEFT_2000_US,1,1,0,48,-27.5098,-27.5098
3192,1817,159.6973,2000,LEFT_2000_US,1,1,0,48,-28.5645,-28.5645
3232,1805,158.6426,2000,LEFT_2000_US,1,1,0,48,-29.6191,-29.6191
3272,1791,157.4121,2000,LEFT_2000_US,1,1,0,48,-30.8496,-30.8496
3312,1771,155.6543,2000,LEFT_2000_US,1,1,0,48,-32.6074,-32.6074
3352,1760,154.6875,2000,LEFT_2000_US,1,1,0,48,-33.5742,-33.5742
3392,1747,153.5449,2000,LEFT_2000_US,1,1,0,48,-34.7168,-34.7168
3432,1736,152.5781,2000,LEFT_2000_US,1,1,0,48,-35.6836,-35.6836
3472,1727,151.7871,2000,LEFT_2000_US,1,1,0,48,-36.4746,-36.4746
3512,1720,151.1719,2000,LEFT_2000_US,1,1,0,48,-37.0898,-37.0898
3552,1710,150.2930,2000,LEFT_2000_US,1,1,0,48,-37.9688,-37.9688
3592,1702,149.5898,2000,LEFT_2000_US,1,1,0,48,-38.6719,-38.6719
3632,1690,148.5352,2000,LEFT_2000_US,1,1,0,48,-39.7266,-39.7266
3672,1669,146.6895,2000,LEFT_2000_US,1,1,0,48,-41.5723,-41.5723
3712,1658,145.7227,2000,LEFT_2000_US,1,1,0,48,-42.5391,-42.5391
3752,1650,145.0195,2000,LEFT_2000_US,1,1,0,48,-43.2422,-43.2422
3792,1631,143.3496,2000,LEFT_2000_US,1,1,0,48,-44.9121,-44.9121
3832,1623,142.6465,2000,LEFT_2000_US,1,1,0,48,-45.6152,-45.6152
3872,1623,142.6465,2000,LEFT_2000_US,1,1,0,48,-45.6152,-45.6152
3912,1613,141.7676,2000,LEFT_2000_US,1,1,0,48,-46.4941,-46.4941
3952,1592,139.9219,2000,LEFT_2000_US,1,1,0,48,-48.3398,-48.3398
3992,1592,139.9219,2000,LEFT_2000_US,1,1,0,48,-48.3398,-48.3398
4032,1569,137.9004,2000,LEFT_2000_US,1,1,0,48,-50.3613,-50.3613
4072,1556,136.7578,2000,LEFT_2000_US,1,1,0,48,-51.5039,-51.5039
4112,1543,135.6152,2000,LEFT_2000_US,1,1,0,48,-52.6465,-52.6465
4152,1533,134.7363,2000,LEFT_2000_US,1,1,0,48,-53.5254,-53.5254
4192,1522,133.7695,2000,LEFT_2000_US,1,1,0,48,-54.4922,-54.4922
4232,1530,134.4727,2000,LEFT_2000_US,1,1,0,48,-53.7891,-53.7891
4272,1514,133.0664,2000,LEFT_2000_US,1,1,0,48,-55.1953,-55.1953
4312,1509,132.6270,2000,LEFT_2000_US,1,1,0,48,-55.6348,-55.6348
4352,1496,131.4844,2000,LEFT_2000_US,1,1,0,48,-56.7773,-56.7773
4392,1470,129.1992,2000,LEFT_2000_US,1,1,0,48,-59.0625,-59.0625
4432,1455,127.8809,2000,LEFT_2000_US,1,1,0,48,-60.3809,-60.3809
4472,1459,128.2324,2000,LEFT_2000_US,1,1,0,48,-60.0293,-60.0293
4512,1434,126.0352,2000,LEFT_2000_US,1,1,0,48,-62.2266,-62.2266
4552,1444,126.9141,2000,LEFT_2000_US,1,1,0,48,-61.3477,-61.3477
4592,1436,126.2109,2000,LEFT_2000_US,1,1,0,48,-62.0508,-62.0508
4632,1427,125.4199,2000,LEFT_2000_US,1,1,0,48,-62.8418,-62.8418
4672,1395,122.6074,2000,LEFT_2000_US,1,1,0,48,-65.6543,-65.6543
4712,1401,123.1348,2000,LEFT_2000_US,1,1,0,48,-65.1270,-65.1270
4752,1380,121.2891,2000,LEFT_2000_US,1,1,0,48,-66.9727,-66.9727
4792,1360,119.5312,2000,LEFT_2000_US,1,1,0,48,-68.7305,-68.7305
4832,1348,118.4766,2000,LEFT_2000_US,1,1,0,48,-69.7852,-69.7852
4872,1356,119.1797,2000,LEFT_2000_US,1,1,0,48,-69.0820,-69.0820
4912,1329,116.8066,2000,LEFT_2000_US,1,1,0,48,-71.4551,-71.4551
4952,1328,116.7188,2000,LEFT_2000_US,1,1,0,48,-71.5430,-71.5430
4992,1332,117.0703,2000,LEFT_2000_US,1,1,0,48,-71.1914,-71.1914
5032,1323,116.2793,2000,LEFT_2000_US,1,1,0,48,-71.9824,-71.9824
5072,1301,114.3457,2000,LEFT_2000_US,1,1,0,48,-73.9160,-73.9160
5112,1286,113.0273,2000,LEFT_2000_US,1,1,0,48,-75.2344,-75.2344
5152,1269,111.5332,2000,LEFT_2000_US,1,1,0,48,-76.7285,-76.7285
5192,1267,111.3574,2000,LEFT_2000_US,1,1,0,48,-76.9043,-76.9043
5232,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-76.9043,-76.9043
5272,1257,110.4785,2000,LEFT_2000_US,1,1,0,48,-77.7832,-77.7832
5312,1234,108.4570,2000,LEFT_2000_US,1,1,0,48,-79.8047,-79.8047
5352,1210,106.3477,2000,LEFT_2000_US,1,1,0,48,-81.9141,-81.9141
5392,1229,108.0176,2000,LEFT_2000_US,1,1,0,48,-80.2441,-80.2441
5432,1211,106.4355,2000,LEFT_2000_US,1,1,0,48,-81.8262,-81.8262
5472,1196,105.1172,2000,LEFT_2000_US,1,1,0,48,-83.1445,-83.1445
5512,1198,105.2930,2000,LEFT_2000_US,1,1,0,48,-82.9688,-82.9688
5552,1188,104.4141,2000,LEFT_2000_US,1,1,0,48,-83.8477,-83.8477
5592,1148,100.8984,2000,LEFT_2000_US,1,1,0,48,-87.3633,-87.3633
5632,1139,100.1074,2000,LEFT_2000_US,1,1,0,48,-88.1543,-88.1543
5672,1126,98.9648,2000,LEFT_2000_US,1,1,0,48,-89.2969,-89.2969
5712,1116,98.0859,2000,LEFT_2000_US,1,1,0,48,-90.1758,-90.1758
5752,1110,97.5586,2000,LEFT_2000_US,1,1,0,48,-90.7031,-90.7031
5792,1092,95.9766,2000,LEFT_2000_US,1,1,0,48,-92.2852,-92.2852
5832,1114,97.9102,2000,LEFT_2000_US,1,1,0,48,-90.3516,-90.3516
5872,1103,96.9434,2000,LEFT_2000_US,1,1,0,48,-91.3184,-91.3184
5912,1071,94.1309,2000,LEFT_2000_US,1,1,0,48,-94.1309,-94.1309
5952,1076,94.5703,2000,LEFT_2000_US,1,1,0,48,-93.6914,-93.6914
5992,4095,359.9121,2000,LEFT_2000_US,1,0,1,48,-93.6914,-93.6914
6032,1026,90.1758,2000,LEFT_2000_US,1,1,0,48,-98.0859,-98.0859
6072,1013,89.0332,2000,LEFT_2000_US,1,1,0,48,-99.2285,-99.2285
6112,1035,90.9668,2000,LEFT_2000_US,1,1,0,48,-97.2949,-97.2949
6152,1016,89.2969,2000,LEFT_2000_US,1,1,0,48,-98.9648,-98.9648
6192,1003,88.1543,2000,LEFT_2000_US,1,1,0,48,-100.1074,-100.1074
6232,1000,87.8906,2000,LEFT_2000_US,1,1,0,48,-100.3711,-100.3711
6272,990,87.0117,2000,LEFT_2000_US,1,1,0,48,-101.2500,-101.2500
6312,962,84.5508,2000,LEFT_2000_US,1,1,0,48,-103.7109,-103.7109
6352,956,84.0234,2000,LEFT_2000_US,1,1,0,48,-104.2383,-104.2383
6392,922,81.0352,2000,LEFT_2000_US,1,1,0,48,-107.2266,-107.2266
6432,907,79.7168,2000,LEFT_2000_US,1,1,0,48,-108.5449,-108.5449
6472,894,78.5742,2000,LEFT_2000_US,1,1,0,48,-109.6875,-109.6875
6512,908,79.8047,2000,LEFT_2000_US,1,1,0,48,-108.4570,-108.4570
6552,877,77.0801,2000,LEFT_2000_US,1,1,0,48,-111.1816,-111.1816
6592,887,77.9590,2000,LEFT_2000_US,1,1,0,48,-110.3027,-110.3027
6632,860,75.5859,2000,LEFT_2000_US,1,1,0,48,-112.6758,-112.6758
6672,864,75.9375,2000,LEFT_2000_US,1,1,0,48,-112.3242,-112.3242
6712,819,71.9824,2000,LEFT_2000_US,1,1,0,48,-116.2793,-116.2793
6752,816,71.7188,2000,LEFT_2000_US,1,1,0,48,-116.5430,-116.5430
6792,800,70.3125,2000,LEFT_2000_US,1,1,0,48,-117.9492,-117.9492
6832,779,68.4668,2000,LEFT_2000_US,1,1,0,48,-119.7949,-119.7949
6872,765,67.2363,2000,LEFT_2000_US,1,1,0,48,-121.0254,-121.0254
6912,764,67.1484,2000,LEFT_2000_US,1,1,0,48,-121.1133,-121.1133
6952,758,66.6211,2000,LEFT_2000_US,1,1,0,48,-121.6406,-121.6406
6992,755,66.3574,2000,LEFT_2000_US,1,1,0,48,-121.9043,-121.9043
7032,729,64.0723,2000,LEFT_2000_US,1,1,0,48,-124.1895,-124.1895
7072,727,63.8965,2000,LEFT_2000_US,1,1,0,48,-124.3652,-124.3652
7112,710,62.4023,2000,LEFT_2000_US,1,1,0,48,-125.8594,-125.8594
7152,669,58.7988,2000,LEFT_2000_US,1,1,0,48,-129.4629,-129.4629
7192,655,57.5684,2000,LEFT_2000_US,1,1,0,48,-130.6934,-130.6934
7232,665,58.4473,2000,LEFT_2000_US,1,1,0,48,-129.8145,-129.8145
7272,629,55.2832,2000,LEFT_2000_US,1,1,0,48,-132.9785,-132.9785
7312,636,55.8984,2000,LEFT_2000_US,1,1,0,48,-132.3633,-132.3633
7352,625,54.9316,2000,LEFT_2000_US,1,1,0,48,-133.3301,-133.3301
7392,610,53.6133,2000,LEFT_2000_US,1,1,0,48,-134.6484,-134.6484
7432,588,51.6797,2000,LEFT_2000_US,1,1,0,48,-136.5820,-136.5820
7472,573,50.3613,2000,LEFT_2000_US,1,1,0,48,-137.9004,-137.9004
7512,545,47.9004,2000,LEFT_2000_US,1,1,0,48,-140.3613,-140.3613
7552,524,46.0547,2000,LEFT_2000_US,1,1,0,48,-142.2070,-142.2070
7592,507,44.5605,2000,LEFT_2000_US,1,1,0,48,-143.7012,-143.7012
7632,515,45.2637,2000,LEFT_2000_US,1,1,0,48,-142.9980,-142.9980
7672,491,43.1543,2000,LEFT_2000_US,1,1,0,48,-145.1074,-145.1074
7712,479,42.0996,2000,LEFT_2000_US,1,1,0,48,-146.1621,-146.1621
7752,460,40.4297,2000,LEFT_2000_US,1,1,0,48,-147.8320,-147.8320
7792,450,39.5508,2000,LEFT_2000_US,1,1,0,48,-148.7109,-148.7109
7832,420,36.9141,2000,LEFT_2000_US,1,1,0,48,-151.3477,-151.3477
7872,400,35.1562,2000,LEFT_2000_US,1,1,0,48,-153.1055,-153.1055
7912,383,33.6621,2000,LEFT_2000_US,1,1,0,48,-154.5996,-154.5996
7952,370,32.5195,2000,LEFT_2000_US,1,1,0,48,-155.7422,-155.7422
7992,350,30.7617,2000,LEFT_2000_US,1,1,0,48,-157.5000,-157.5000
8032,337,29.6191,2000,LEFT_2000_US,1,1,0,48,-158.6426,-158.6426
8072,329,28.9160,2000,LEFT_2000_US,1,1,0,48,-159.3457,-159.3457
8112,312,27.4219,2000,LEFT_2000_US,1,1,0,48,-160.8398,-160.8398
8152,288,25.3125,2000,LEFT_2000_US,1,1,0,48,-162.9492,-162.9492
8192,277,24.3457,2000,LEFT_2000_US,1,1,0,16,-163.9160,-163.9160
8232,253,22.2363,2000,LEFT_2000_US,1,1,0,48,-166.0254,-166.0254
8272,233,20.4785,2000,LEFT_2000_US,1,1,0,48,-167.7832,-167.7832
8312,219,19.2480,2000,LEFT_2000_US,1,1,0,48,-169.0137,-169.0137
8352,200,17.5781,2000,LEFT_2000_US,1,1,0,48,-170.6836,-170.6836
8392,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-170.6836,-170.6836
8432,163,14.3262,2000,LEFT_2000_US,1,1,0,48,-173.9355,-173.9355
8472,148,13.0078,2000,LEFT_2000_US,1,1,0,48,-175.2539,-175.2539
8512,129,11.3379,2000,LEFT_2000_US,1,1,0,48,-176.9238,-176.9238
8552,114,10.0195,2000,LEFT_2000_US,1,1,0,48,-178.2422,-178.2422
8592,96,8.4375,2000,LEFT_2000_US,1,1,0,48,-179.8242,-179.8242
8632,80,7.0312,2000,LEFT_2000_US,1,1,0,48,-181.2305,-181.2305
8672,68,5.9766,2000,LEFT_2000_US,1,1,0,48,-182.2852,-182.2852
8712,49,4.3066,2000,LEFT_2000_US,1,1,0,48,-183.9551,-183.9551
8752,32,2.8125,2000,LEFT_2000_US,1,1,0,48,-185.4492,-185.4492
8792,16,1.4062,2000,LEFT_2000_US,1,1,0,48,-186.8555,-186.8555
8832,4094,359.8242,2000,LEFT_2000_US,1,1,0,48,-188.4375,-188.4375
8872,4073,357.9785,2000,LEFT_2000_US,1,1,0,48,-190.2832,-190.2832
8912,4062,357.0117,2000,LEFT_2000_US,1,1,0,48,-191.2500,-191.2500
8952,4044,355.4297,2000,LEFT_2000_US,1,1,0,48,-192.8320,-192.8320
8992,4020,353.3203,2000,LEFT_2000_US,1,1,0,48,-194.9414,-194.9414
9032,4007,352.1777,2000,LEFT_2000_US,1,1,0,48,-196.0840,-196.0840
9072,3994,351.0352,2000,LEFT_2000_US,1,1,0,48,-197.2266,-197.2266
9112,3979,349.7168,2000,LEFT_2000_US,1,1,0,48,-198.5449,-198.5449
9152,3969,348.8379,2000,LEFT_2000_US,1,1,0,48,-199.4238,-199.4238
9192,3952,347.3438,2000,LEFT_2000_US,1,1,0,48,-200.9180,-200.9180
9232,3939,346.2012,2000,LEFT_2000_US,1,1,0,48,-202.0605,-202.0605
9272,3912,343.8281,2000,LEFT_2000_US,1,1,0,48,-204.4336,-204.4336
9312,3897,342.5098,2000,LEFT_2000_US,1,1,0,48,-205.7520,-205.7520
9352,3880,341.0156,2000,LEFT_2000_US,1,1,0,48,-207.2461,-207.2461
9392,3874,340.4883,2000,LEFT_2000_US,1,1,0,48,-207.7734,-207.7734
9432,3852,338.5547,2000,LEFT_2000_US,1,1,0,48,-209.7070,-209.7070
9472,3846,338.0273,2000,LEFT_2000_US,1,1,0,48,-210.2344,-210.2344
9512,3832,336.7969,2000,LEFT_2000_US,1,1,0,48,-211.4648,-211.4648
9552,3816,335.3906,2000,LEFT_2000_US,1,1,0,48,-212.8711,-212.8711
9592,3792,333.2812,2000,LEFT_2000_US,1,1,0,48,-214.9805,-214.9805
9632,3787,332.8418,2000,LEFT_2000_US,1,1,0,48,-215.4199,-215.4199
9672,3757,330.2051,2000,LEFT_2000_US,1,1,0,48,-218.0566,-218.0566
9712,3744,329.0625,2000,LEFT_2000_US,1,1,0,48,-219.1992,-219.1992
9752,3727,327.5684,2000,LEFT_2000_US,1,1,0,48,-220.6934,-220.6934
9792,3714,326.4258,2000,LEFT_2000_US,1,1,0,48,-221.8359,-221.8359
9832,3694,324.6680,2000,LEFT_2000_US,1,1,0,48,-223.5938,-223.5938
9872,3680,323.4375,2000,LEFT_2000_US,1,1,0,48,-224.8242,-224.8242
9912,3675,322.9980,2000,LEFT_2000_US,1,1,0,48,-225.2637,-225.2637
9952,3660,321.6797,2000,LEFT_2000_US,1,1,0,48,-226.5820,-226.5820
9992,3653,321.0645,2000,LEFT_2000_US,1,1,0,48,-227.1973,-227.1973
10032,3638,319.7461,2000,LEFT_2000_US,1,1,0,48,-228.5156,-228.5156
10072,3624,318.5156,2000,LEFT_2000_US,1,1,0,48,-229.7461,-229.7461
10112,3597,316.1426,2000,LEFT_2000_US,1,1,0,48,-232.1191,-232.1191
10152,3578,314.4727,2000,LEFT_2000_US,1,1,0,48,-233.7891,-233.7891
10192,3556,312.5391,2000,LEFT_2000_US,1,1,0,48,-235.7227,-235.7227
10232,3540,311.1328,2000,LEFT_2000_US,1,1,0,48,-237.1289,-237.1289
10272,3526,309.9023,2000,LEFT_2000_US,1,1,0,48,-238.3594,-238.3594
10312,3527,309.9902,2000,LEFT_2000_US,1,1,0,48,-238.2715,-238.2715
10352,3519,309.2871,2000,LEFT_2000_US,1,1,0,48,-238.9746,-238.9746
10392,3502,307.7930,2000,LEFT_2000_US,1,1,0,48,-240.4688,-240.4688
10432,3488,306.5625,2000,LEFT_2000_US,1,1,0,48,-241.6992,-241.6992
10472,3472,305.1562,2000,LEFT_2000_US,1,1,0,48,-243.1055,-243.1055
10512,4095,359.9121,2000,LEFT_2000_US,1,0,1,48,-243.1055,-243.1055
10552,3425,301.0254,2000,LEFT_2000_US,1,1,0,48,-247.2363,-247.2363
10592,3424,300.9375,2000,LEFT_2000_US,1,1,0,48,-247.3242,-247.3242
10632,3408,299.5312,2000,LEFT_2000_US,1,1,0,48,-248.7305,-248.7305
10672,3393,298.2129,2000,LEFT_2000_US,1,1,0,48,-250.0488,-250.0488
10712,3369,296.1035,2000,LEFT_2000_US,1,1,0,48,-252.1582,-252.1582
10752,3380,297.0703,2000,LEFT_2000_US,1,1,0,48,-251.1914,-251.1914
10792,3366,295.8398,2000,LEFT_2000_US,1,1,0,48,-252.4219,-252.4219
10832,3328,292.5000,2000,LEFT_2000_US,1,1,0,48,-255.7617,-255.7617
10872,3318,291.6211,2000,LEFT_2000_US,1,1,0,48,-256.6406,-256.6406
10912,3314,291.2695,2000,LEFT_2000_US,1,1,0,48,-256.9922,-256.9922
10952,3287,288.8965,2000,LEFT_2000_US,1,1,0,48,-259.3652,-259.3652
10992,3278,288.1055,2000,LEFT_2000_US,1,1,0,48,-260.1562,-260.1562
11032,3289,289.0723,2000,LEFT_2000_US,1,1,0,48,-259.1895,-259.1895
11072,3271,287.4902,2000,LEFT_2000_US,1,1,0,48,-260.7715,-260.7715
11112,3238,284.5898,2000,LEFT_2000_US,1,1,0,48,-263.6719,-263.6719
11152,3248,285.4688,2000,LEFT_2000_US,1,1,0,48,-262.7930,-262.7930
11192,3234,284.2383,2000,LEFT_2000_US,1,1,0,48,-264.0234,-264.0234
11232,3200,281.2500,2000,LEFT_2000_US,1,1,0,48,-267.0117,-267.0117
11272,3191,280.4590,2000,LEFT_2000_US,1,1,0,48,-267.8027,-267.8027
11312,3198,281.0742,2000,LEFT_2000_US,1,1,0,48,-267.1875,-267.1875
11352,3183,279.7559,2000,LEFT_2000_US,1,1,0,48,-268.5059,-268.5059
11392,3170,278.6133,2000,LEFT_2000_US,1,1,0,48,-269.6484,-269.6484
11432,3165,278.1738,2000,LEFT_2000_US,1,1,0,48,-270.0879,-270.0879
11472,3150,276.8555,2000,LEFT_2000_US,1,1,0,48,-271.4062,-271.4062
11512,3142,276.1523,2000,LEFT_2000_US,1,1,0,48,-272.1094,-272.1094
11552,3119,274.1309,2000,LEFT_2000_US,1,1,0,48,-274.1309,-274.1309
11592,3100,272.4609,2000,LEFT_2000_US,1,1,0,48,-275.8008,-275.8008
11633,3089,271.4941,2000,LEFT_2000_US,1,1,0,48,-276.7676,-276.7676
11672,3069,269.7363,2000,LEFT_2000_US,1,1,0,48,-278.5254,-278.5254
11712,3056,268.5938,2000,LEFT_2000_US,1,1,0,48,-279.6680,-279.6680
11752,3059,268.8574,2000,LEFT_2000_US,1,1,0,48,-279.4043,-279.4043
11792,3047,267.8027,2000,LEFT_2000_US,1,1,0,48,-280.4590,-280.4590
11832,3027,266.0449,2000,LEFT_2000_US,1,1,0,48,-282.2168,-282.2168
11872,3035,266.7480,2000,LEFT_2000_US,1,1,0,48,-281.5137,-281.5137
11912,3024,265.7812,2000,LEFT_2000_US,1,1,0,48,-282.4805,-282.4805
11952,2988,262.6172,2000,LEFT_2000_US,1,1,0,48,-285.6445,-285.6445
11992,2991,262.8809,2000,LEFT_2000_US,1,1,0,48,-285.3809,-285.3809
12032,2987,262.5293,2000,LEFT_2000_US,1,1,0,48,-285.7324,-285.7324
12072,2954,259.6289,2000,LEFT_2000_US,1,1,0,48,-288.6328,-288.6328
12112,2942,258.5742,2000,LEFT_2000_US,1,1,0,48,-289.6875,-289.6875
12152,2952,259.4531,2000,LEFT_2000_US,1,1,0,48,-288.8086,-288.8086
12192,2941,258.4863,2000,LEFT_2000_US,1,1,0,48,-289.7754,-289.7754
12232,2917,256.3770,2000,LEFT_2000_US,1,1,0,48,-291.8848,-291.8848
12272,2911,255.8496,2000,LEFT_2000_US,1,1,0,48,-292.4121,-292.4121
12312,2911,255.8496,2000,LEFT_2000_US,1,1,0,48,-292.4121,-292.4121
12352,2878,252.9492,2000,LEFT_2000_US,1,1,0,48,-295.3125,-295.3125
12392,2878,252.9492,2000,LEFT_2000_US,1,1,0,48,-295.3125,-295.3125
12432,2859,251.2793,2000,LEFT_2000_US,1,1,0,48,-296.9824,-296.9824
12472,2853,250.7520,2000,LEFT_2000_US,1,1,0,48,-297.5098,-297.5098
12512,2833,248.9941,2000,LEFT_2000_US,1,1,0,48,-299.2676,-299.2676
12552,2839,249.5215,2000,LEFT_2000_US,1,1,0,48,-298.7402,-298.7402
12592,2827,248.4668,2000,LEFT_2000_US,1,1,0,48,-299.7949,-299.7949
12632,2820,247.8516,2000,LEFT_2000_US,1,1,0,48,-300.4102,-300.4102
12672,2813,247.2363,2000,LEFT_2000_US,1,1,0,48,-301.0254,-301.0254
12712,2803,246.3574,2000,LEFT_2000_US,1,1,0,48,-301.9043,-301.9043
