time_ms,raw_angle,angle_deg,servo_us,phase,i2c_valid,valid,glitch,status,unwrapped_deg,phase_displacement_deg
37112,3129,275.0098,2000,LEFT_2000_US,1,1,0,48,-993.2520,-993.2520
37152,3128,274.9219,2000,LEFT_2000_US,1,1,0,48,-993.3398,-993.3398
37192,3108,273.1641,2000,LEFT_2000_US,1,1,0,48,-995.0977,-995.0977
37232,3113,273.6035,2000,LEFT_2000_US,1,1,0,48,-994.6582,-994.6582
37272,3099,272.3730,2000,LEFT_2000_US,1,1,0,48,-995.8887,-995.8887
37312,3089,271.4941,2000,LEFT_2000_US,1,1,0,48,-996.7676,-996.7676
37352,3058,268.7695,2000,LEFT_2000_US,1,1,0,48,-999.4922,-999.4922
37392,3056,268.5938,2000,LEFT_2000_US,1,1,0,48,-999.6680,-999.6680
37432,4095,359.9121,2000,LEFT_2000_US,1,0,1,48,-999.6680,-999.6680
37472,3017,265.1660,2000,LEFT_2000_US,1,1,0,48,-1003.0957,-1003.0957
37512,3005,264.1113,2000,LEFT_2000_US,1,1,0,48,-1004.1504,-1004.1504
37552,3019,265.3418,2000,LEFT_2000_US,1,1,0,48,-1002.9199,-1002.9199
37592,2984,262.2656,2000,LEFT_2000_US,1,1,0,48,-1005.9961,-1005.9961
37632,2987,262.5293,2000,LEFT_2000_US,1,1,0,48,-1005.7324,-1005.7324
37672,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1005.7324,-1005.7324
37712,2973,261.2988,2000,LEFT_2000_US,1,1,0,48,-1006.9629,-1006.9629
37752,2962,260.3320,2000,LEFT_2000_US,1,1,0,48,-1007.9297,-1007.9297
37792,2959,260.0684,2000,LEFT_2000_US,1,1,0,48,-1008.1934,-1008.1934
37832,2937,258.1348,2000,LEFT_2000_US,1,1,0,48,-1010.1270,-1010.1270
37872,2913,256.0254,2000,LEFT_2000_US,1,1,0,48,-1012.2363,-1012.2363
37912,2915,256.2012,2000,LEFT_2000_US,1,1,0,48,-1012.0605,-1012.0605
37952,2892,254.1797,2000,LEFT_2000_US,1,1,0,48,-1014.0820,-1014.0820
37992,2890,254.0039,2000,LEFT_2000_US,1,1,0,48,-1014.2578,-1014.2578
38032,2884,253.4766,2000,LEFT_2000_US,1,1,0,48,-1014.7852,-1014.7852
38072,2859,251.2793,2000,LEFT_2000_US,1,1,0,48,-1016.9824,-1016.9824
38112,2869,252.1582,2000,LEFT_2000_US,1,1,0,48,-1016.1035,-1016.1035
38152,2850,250.4883,2000,LEFT_2000_US,1,1,0,48,-1017.7734,-1017.7734
38192,2836,249.2578,2000,LEFT_2000_US,1,1,0,48,-1019.0039,-1019.0039
38232,2817,247.5879,2000,LEFT_2000_US,1,1,0,48,-1020.6738,-1020.6738
38272,2806,246.6211,2000,LEFT_2000_US,1,1,0,48,-1021.6406,-1021.6406
38312,2791,245.3027,2000,LEFT_2000_US,1,1,0,48,-1022.9590,-1022.9590
38352,2786,244.8633,2000,LEFT_2000_US,1,1,0,48,-1023.3984,-1023.3984
38392,2790,245.2148,2000,LEFT_2000_US,1,1,0,48,-1023.0469,-1023.0469
38432,2781,244.4238,2000,LEFT_2000_US,1,1,0,48,-1023.8379,-1023.8379
38472,2747,241.4355,2000,LEFT_2000_US,1,1,0,48,-1026.8262,-1026.8262
38512,2738,240.6445,2000,LEFT_2000_US,1,1,0,48,-1027.6172,-1027.6172
38552,2726,239.5898,2000,LEFT_2000_US,1,1,0,48,-1028.6719,-1028.6719
38592,2721,239.1504,2000,LEFT_2000_US,1,1,0,48,-1029.1113,-1029.1113
38632,2718,238.8867,2000,LEFT_2000_US,1,1,0,48,-1029.3750,-1029.3750
38672,2711,238.2715,2000,LEFT_2000_US,1,1,0,48,-1029.9902,-1029.9902
38712,2697,237.0410,2000,LEFT_2000_US,1,1,0,48,-1031.2207,-1031.2207
38752,2676,235.1953,2000,LEFT_2000_US,1,1,0,48,-1033.0664,-1033.0664
38792,2668,234.4922,2000,LEFT_2000_US,1,1,0,48,-1033.7695,-1033.7695
38832,2646,232.5586,2000,LEFT_2000_US,1,1,0,48,-1035.7031,-1035.7031
38872,2635,231.5918,2000,LEFT_2000_US,1,1,0,48,-1036.6699,-1036.6699
38912,2625,230.7129,2000,LEFT_2000_US,1,1,0,48,-1037.5488,-1037.5488
38952,2625,230.7129,2000,LEFT_2000_US,1,1,0,48,-1037.5488,-1037.5488
38992,2623,230.5371,2000,LEFT_2000_US,1,1,0,48,-1037.7246,-1037.7246
39032,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1037.7246,-1037.7246
39072,2582,226.9336,2000,LEFT_2000_US,1,1,0,48,-1041.3281,-1041.3281
39112,2566,225.5273,2000,LEFT_2000_US,1,1,0,48,-1042.7344,-1042.7344
39152,2558,224.8242,2000,LEFT_2000_US,1,1,0,48,-1043.4375,-1043.4375
39192,2545,223.6816,2000,LEFT_2000_US,1,1,0,48,-1044.5801,-1044.5801
39232,2539,223.1543,2000,LEFT_2000_US,1,1,0,48,-1045.1074,-1045.1074
39272,2521,221.5723,2000,LEFT_2000_US,1,1,0,48,-1046.6895,-1046.6895
39312,2514,220.9570,2000,LEFT_2000_US,1,1,0,48,-1047.3047,-1047.3047
39352,2509,220.5176,2000,LEFT_2000_US,1,1,0,48,-1047.7441,-1047.7441
39392,2492,219.0234,2000,LEFT_2000_US,1,1,0,48,-1049.2383,-1049.2383
39432,2493,219.1113,2000,LEFT_2000_US,1,1,0,48,-1049.1504,-1049.1504
39472,2481,218.0566,2000,LEFT_2000_US,1,1,0,48,-1050.2051,-1050.2051
39512,2460,216.2109,2000,LEFT_2000_US,1,1,0,48,-1052.0508,-1052.0508
39552,2444,214.8047,2000,LEFT_2000_US,1,1,0,48,-1053.4570,-1053.4570
39592,2437,214.1895,2000,LEFT_2000_US,1,1,0,48,-1054.0723,-1054.0723
39632,2422,212.8711,2000,LEFT_2000_US,1,1,0,48,-1055.3906,-1055.3906
39672,2415,212.2559,2000,LEFT_2000_US,1,1,0,48,-1056.0059,-1056.0059
39712,2414,212.1680,2000,LEFT_2000_US,1,1,0,48,-1056.0938,-1056.0938
39752,2401,211.0254,2000,LEFT_2000_US,1,1,0,48,-1057.2363,-1057.2363
39792,2379,209.0918,2000,LEFT_2000_US,1,1,0,48,-1059.1699,-1059.1699
39832,2378,209.0039,2000,LEFT_2000_US,1,1,0,48,-1059.2578,-1059.2578
39872,2366,207.9492,2000,LEFT_2000_US,1,1,0,48,-1060.3125,-1060.3125
39912,2343,205.9277,2000,LEFT_2000_US,1,1,0,48,-1062.3340,-1062.3340
39952,2331,204.8730,2000,LEFT_2000_US,1,1,0,48,-1063.3887,-1063.3887
39992,2320,203.9062,2000,LEFT_2000_US,1,1,0,48,-1064.3555,-1064.3555
40032,2318,203.7305,2000,LEFT_2000_US,1,1,0,48,-1064.5312,-1064.5312
40072,2302,202.3242,2000,LEFT_2000_US,1,1,0,48,-1065.9375,-1065.9375
40112,2285,200.8301,2000,LEFT_2000_US,1,1,0,48,-1067.4316,-1067.4316
40152,2284,200.7422,2000,LEFT_2000_US,1,1,0,48,-1067.5195,-1067.5195
40192,2264,198.9844,2000,LEFT_2000_US,1,1,0,48,-1069.2773,-1069.2773
40232,2254,198.1055,2000,LEFT_2000_US,1,1,0,48,-1070.1562,-1070.1562
40272,2241,196.9629,2000,LEFT_2000_US,1,1,0,48,-1071.2988,-1071.2988
40312,2228,195.8203,2000,LEFT_2000_US,1,1,0,48,-1072.4414,-1072.4414
40352,2213,194.5020,2000,LEFT_2000_US,1,1,0,48,-1073.7598,-1073.7598
40392,2206,193.8867,2000,LEFT_2000_US,1,1,0,48,-1074.3750,-1074.3750
40432,2199,193.2715,2000,LEFT_2000_US,1,1,0,48,-1074.9902,-1074.9902
40472,2186,192.1289,2000,LEFT_2000_US,1,1,0,48,-1076.1328,-1076.1328
40512,2167,190.4590,2000,LEFT_2000_US,1,1,0,48,-1077.8027,-1077.8027
40552,2162,190.0195,2000,LEFT_2000_US,1,1,0,48,-1078.2422,-1078.2422
40592,2143,188.3496,2000,LEFT_2000_US,1,1,0,48,-1079.9121,-1079.9121
40632,2132,187.3828,2000,LEFT_2000_US,1,1,0,48,-1080.8789,-1080.8789
40672,2120,186.3281,2000,LEFT_2000_US,1,1,0,48,-1081.9336,-1081.9336
40712,2108,185.2734,2000,LEFT_2000_US,1,1,0,48,-1082.9883,-1082.9883
40752,2102,184.7461,2000,LEFT_2000_US,1,1,0,48,-1083.5156,-1083.5156
40792,2090,183.6914,2000,LEFT_2000_US,1,1,0,48,-1084.5703,-1084.5703
40832,2065,181.4941,2000,LEFT_2000_US,1,1,0,48,-1086.7676,-1086.7676
40872,2062,181.2305,2000,LEFT_2000_US,1,1,0,48,-1087.0312,-1087.0312
40912,2050,180.1758,2000,LEFT_2000_US,1,1,0,48,-1088.0859,-1088.0859
40953,2038,179.1211,2000,LEFT_2000_US,1,1,0,48,-1089.1406,-1089.1406
40992,2024,177.8906,2000,LEFT_2000_US,1,1,0,48,-1090.3711,-1090.3711
41032,2016,177.1875,2000,LEFT_2000_US,1,1,0,48,-1091.0742,-1091.0742
41072,1999,175.6934,2000,LEFT_2000_US,1,1,0,48,-1092.5684,-1092.5684
41112,1992,175.0781,2000,LEFT_2000_US,1,1,0,48,-1093.1836,-1093.1836
41152,1975,173.5840,2000,LEFT_2000_US,1,1,0,48,-1094.6777,-1094.6777
41192,1963,172.5293,2000,LEFT_2000_US,1,1,0,48,-1095.7324,-1095.7324
41233,1955,171.8262,2000,LEFT_2000_US,1,1,0,48,-1096.4355,-1096.4355
41272,1950,171.3867,2000,LEFT_2000_US,1,1,0,48,-1096.8750,-1096.8750
41312,1933,169.8926,2000,LEFT_2000_US,1,1,0,48,-1098.3691,-1098.3691
41352,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1098.3691,-1098.3691
41392,1909,167.7832,2000,LEFT_2000_US,1,1,0,48,-1100.4785,-1100.4785
41432,1896,166.6406,2000,LEFT_2000_US,1,1,0,48,-1101.6211,-1101.6211
41472,1884,165.5859,2000,LEFT_2000_US,1,1,0,48,-1102.6758,-1102.6758
41512,1872,164.5312,2000,LEFT_2000_US,1,1,0,48,-1103.7305,-1103.7305
41552,1855,163.0371,2000,LEFT_2000_US,1,1,0,48,-1105.2246,-1105.2246
41592,1847,162.3340,2000,LEFT_2000_US,1,1,0,48,-1105.9277,-1105.9277
41632,1840,161.7188,2000,LEFT_2000_US,1,1,0,48,-1106.5430,-1106.5430
41672,1827,160.5762,2000,LEFT_2000_US,1,1,0,48,-1107.6855,-1107.6855
41712,1816,159.6094,2000,LEFT_2000_US,1,1,0,48,-1108.6523,-1108.6523
41752,1799,158.1152,2000,LEFT_2000_US,1,1,0,48,-1110.1465,-1110.1465
41792,1793,157.5879,2000,LEFT_2000_US,1,1,0,48,-1110.6738,-1110.6738
41832,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1110.6738,-1110.6738
41872,1762,154.8633,2000,LEFT_2000_US,1,1,0,48,-1113.3984,-1113.3984
41912,1754,154.1602,2000,LEFT_2000_US,1,1,0,48,-1114.1016,-1114.1016
41952,4095,359.9121,2000,LEFT_2000_US,1,0,1,56,-1114.1016,-1114.1016
41992,1722,151.3477,2000,LEFT_2000_US,1,1,0,48,-1116.9141,-1116.9141
42032,1710,150.2930,2000,LEFT_2000_US,1,1,0,48,-1117.9688,-1117.9688
42072,1707,150.0293,2000,LEFT_2000_US,1,1,0,48,-1118.2324,-1118.2324
42112,1701,149.5020,2000,LEFT_2000_US,1,1,0,48,-1118.7598,-1118.7598
42152,1675,147.2168,2000,LEFT_2000_US,1,1,0,48,-1121.0449,-1121.0449
42192,1675,147.2168,2000,LEFT_2000_US,1,1,0,48,-1121.0449,-1121.0449
42232,1659,145.8105,2000,LEFT_2000_US,1,1,0,48,-1122.4512,-1122.4512
42272,1646,144.6680,2000,LEFT_2000_US,1,1,0,48,-1123.5938,-1123.5938
42312,1631,143.3496,2000,LEFT_2000_US,1,1,0,48,-1124.9121,-1124.9121
42352,1632,143.4375,2000,LEFT_2000_US,1,1,0,48,-1124.8242,-1124.8242
42392,1610,141.5039,2000,LEFT_2000_US,1,1,0,48,-1126.7578,-1126.7578
42432,1610,141.5039,2000,LEFT_2000_US,1,1,0,48,-1126.7578,-1126.7578
42472,1590,139.7461,2000,LEFT_2000_US,1,1,0,48,-1128.5156,-1128.5156
42512,1572,138.1641,2000,LEFT_2000_US,1,1,0,48,-1130.0977,-1130.0977
42552,1558,136.9336,2000,LEFT_2000_US,1,1,0,48,-1131.3281,-1131.3281
42592,1550,136.2305,2000,LEFT_2000_US,1,1,0,48,-1132.0312,-1132.0312
42632,1537,135.0879,2000,LEFT_2000_US,1,1,0,48,-1133.1738,-1133.1738
42672,1532,134.6484,2000,LEFT_2000_US,1,1,0,48,-1133.6133,-1133.6133
42712,1513,132.9785,2000,LEFT_2000_US,1,1,0,48,-1135.2832,-1135.2832
42752,1508,132.5391,2000,LEFT_2000_US,1,1,0,48,-1135.7227,-1135.7227
42792,1498,131.6602,2000,LEFT_2000_US,1,1,0,48,-1136.6016,-1136.6016
42832,1501,131.9238,2000,LEFT_2000_US,1,1,0,48,-1136.3379,-1136.3379
42872,1470,129.1992,2000,LEFT_2000_US,1,1,0,48,-1139.0625,-1139.0625
42912,1473,129.4629,2000,LEFT_2000_US,1,1,0,48,-1138.7988,-1138.7988
42952,1456,127.9688,2000,LEFT_2000_US,1,1,0,48,-1140.2930,-1140.2930
42992,1438,126.3867,2000,LEFT_2000_US,1,1,0,48,-1141.8750,-1141.8750
43032,1427,125.4199,2000,LEFT_2000_US,1,1,0,48,-1142.8418,-1142.8418
43072,1429,125.5957,2000,LEFT_2000_US,1,1,0,48,-1142.6660,-1142.6660
43112,1429,125.5957,2000,LEFT_2000_US,1,1,0,48,-1142.6660,-1142.6660
43152,1420,124.8047,2000,LEFT_2000_US,1,1,0,48,-1143.4570,-1143.4570
43192,1401,123.1348,2000,LEFT_2000_US,1,1,0,48,-1145.1270,-1145.1270
43232,1374,120.7617,2000,LEFT_2000_US,1,1,0,48,-1147.5000,-1147.5000
43272,1365,119.9707,2000,LEFT_2000_US,1,1,0,48,-1148.2910,-1148.2910
43312,1354,119.0039,2000,LEFT_2000_US,1,1,0,48,-1149.2578,-1149.2578
43352,1343,118.0371,2000,LEFT_2000_US,1,1,0,48,-1150.2246,-1150.2246
43392,1353,118.9160,2000,LEFT_2000_US,1,1,0,48,-1149.3457,-1149.3457
43432,1343,118.0371,2000,LEFT_2000_US,1,1,0,48,-1150.2246,-1150.2246
43472,1331,116.9824,2000,LEFT_2000_US,1,1,0,48,-1151.2793,-1151.2793
43512,1320,116.0156,2000,LEFT_2000_US,1,1,0,48,-1152.2461,-1152.2461
43552,1318,115.8398,2000,LEFT_2000_US,1,1,0,48,-1152.4219,-1152.4219
43592,1283,112.7637,2000,LEFT_2000_US,1,1,0,48,-1155.4980,-1155.4980
43632,1269,111.5332,2000,LEFT_2000_US,1,1,0,48,-1156.7285,-1156.7285
43672,1264,111.0938,2000,LEFT_2000_US,1,1,0,48,-1157.1680,-1157.1680
43712,1248,109.6875,2000,LEFT_2000_US,1,1,0,48,-1158.5742,-1158.5742
43752,1237,108.7207,2000,LEFT_2000_US,1,1,0,48,-1159.5410,-1159.5410
43793,1228,107.9297,2000,LEFT_2000_US,1,1,0,48,-1160.3320,-1160.3320
43832,1223,107.4902,2000,LEFT_2000_US,1,1,0,48,-1160.7715,-1160.7715
43872,1226,107.7539,2000,LEFT_2000_US,1,1,0,48,-1160.5078,-1160.5078
43912,1223,107.4902,2000,LEFT_2000_US,1,1,0,48,-1160.7715,-1160.7715
43952,1195,105.0293,2000,LEFT_2000_US,1,1,0,48,-1163.2324,-1163.2324
43992,1172,103.0078,2000,LEFT_2000_US,1,1,0,48,-1165.2539,-1165.2539
44032,1166,102.4805,2000,LEFT_2000_US,1,1,0,48,-1165.7812,-1165.7812
44072,1165,102.3926,2000,LEFT_2000_US,1,1,0,48,-1165.8691,-1165.8691
44112,1160,101.9531,2000,LEFT_2000_US,1,1,0,48,-1166.3086,-1166.3086
44152,1141,100.2832,2000,LEFT_2000_US,1,1,0,48,-1167.9785,-1167.9785
44192,1116,98.0859,2000,LEFT_2000_US,1,1,0,48,-1170.1758,-1170.1758
44232,1135,99.7559,2000,LEFT_2000_US,1,1,0,48,-1168.5059,-1168.5059
44272,1125,98.8770,2000,LEFT_2000_US,1,1,0,48,-1169.3848,-1169.3848
44312,1092,95.9766,2000,LEFT_2000_US,1,1,0,48,-1172.2852,-1172.2852
44352,1098,96.5039,2000,LEFT_2000_US,1,1,0,48,-1171.7578,-1171.7578
44392,1091,95.8887,2000,LEFT_2000_US,1,1,0,48,-1172.3730,-1172.3730
44432,1052,92.4609,2000,LEFT_2000_US,1,1,0,48,-1175.8008,-1175.8008
44472,1040,91.4062,2000,LEFT_2000_US,1,1,0,48,-1176.8555,-1176.8555
44512,1056,92.8125,2000,LEFT_2000_US,1,1,0,48,-1175.4492,-1175.4492
44552,1042,91.5820,2000,LEFT_2000_US,1,1,0,48,-1176.6797,-1176.6797
44592,1032,90.7031,2000,LEFT_2000_US,1,1,0,48,-1177.5586,-1177.5586
44632,1017,89.3848,2000,LEFT_2000_US,1,1,0,48,-1178.8770,-1178.8770
44672,976,85.7812,2000,LEFT_2000_US,1,1,0,48,-1182.4805,-1182.4805
44712,992,87.1875,2000,LEFT_2000_US,1,1,0,48,-1181.0742,-1181.0742
44752,954,83.8477,2000,LEFT_2000_US,1,1,0,48,-1184.4141,-1184.4141
44792,959,84.2871,2000,LEFT_2000_US,1,1,0,48,-1183.9746,-1183.9746
44832,940,82.6172,2000,LEFT_2000_US,1,1,0,48,-1185.6445,-1185.6445
44872,949,83.4082,2000,LEFT_2000_US,1,1,0,48,-1184.8535,-1184.8535
44913,937,82.3535,2000,LEFT_2000_US,1,1,0,48,-1185.9082,-1185.9082
44952,925,81.2988,2000,LEFT_2000_US,1,1,0,48,-1186.9629,-1186.9629
44992,891,78.3105,2000,LEFT_2000_US,1,1,0,48,-1189.9512,-1189.9512
45032,868,76.2891,2000,LEFT_2000_US,1,1,0,48,-1191.9727,-1191.9727
45072,870,76.4648,2000,LEFT_2000_US,1,1,0,48,-1191.7969,-1191.7969
45112,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1191.7969,-1191.7969
45152,836,73.4766,2000,LEFT_2000_US,1,1,0,48,-1194.7852,-1194.7852
45192,821,72.1582,2000,LEFT_2000_US,1,1,0,48,-1196.1035,-1196.1035
45232,826,72.5977,2000,LEFT_2000_US,1,1,0,48,-1195.6641,-1195.6641
45272,822,72.2461,2000,LEFT_2000_US,1,1,0,48,-1196.0156,-1196.0156
45312,794,69.7852,2000,LEFT_2000_US,1,1,0,48,-1198.4766,-1198.4766
45352,797,70.0488,2000,LEFT_2000_US,1,1,0,48,-1198.2129,-1198.2129
45392,783,68.8184,2000,LEFT_2000_US,1,1,0,48,-1199.4434,-1199.4434
45432,742,65.2148,2000,LEFT_2000_US,1,1,0,48,-1203.0469,-1203.0469
45472,751,66.0059,2000,LEFT_2000_US,1,1,0,48,-1202.2559,-1202.2559
45512,713,62.6660,2000,LEFT_2000_US,1,1,0,48,-1205.5957,-1205.5957
45552,716,62.9297,2000,LEFT_2000_US,1,1,0,48,-1205.3320,-1205.3320
45592,688,60.4688,2000,LEFT_2000_US,1,1,0,48,-1207.7930,-1207.7930
45632,696,61.1719,2000,LEFT_2000_US,1,1,0,48,-1207.0898,-1207.0898
45672,681,59.8535,2000,LEFT_2000_US,1,1,0,48,-1208.4082,-1208.4082
45712,666,58.5352,2000,LEFT_2000_US,1,1,0,48,-1209.7266,-1209.7266
45752,651,57.2168,2000,LEFT_2000_US,1,1,0,48,-1211.0449,-1211.0449
45792,635,55.8105,2000,LEFT_2000_US,1,1,0,48,-1212.4512,-1212.4512
45832,601,52.8223,2000,LEFT_2000_US,1,1,0,48,-1215.4395,-1215.4395
45872,583,51.2402,2000,LEFT_2000_US,1,1,0,48,-1217.0215,-1217.0215
45912,562,49.3945,2000,LEFT_2000_US,1,1,0,48,-1218.8672,-1218.8672
45952,569,50.0098,2000,LEFT_2000_US,1,1,0,48,-1218.2520,-1218.2520
45992,534,46.9336,2000,LEFT_2000_US,1,1,0,48,-1221.3281,-1221.3281
46032,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1221.3281,-1221.3281
46072,521,45.7910,2000,LEFT_2000_US,1,1,0,48,-1222.4707,-1222.4707
46112,497,43.6816,2000,LEFT_2000_US,1,1,0,48,-1224.5801,-1224.5801
46152,489,42.9785,2000,LEFT_2000_US,1,1,0,48,-1225.2832,-1225.2832
46192,456,40.0781,2000,LEFT_2000_US,1,1,0,48,-1228.1836,-1228.1836
46232,446,39.1992,2000,LEFT_2000_US,1,1,0,48,-1229.0625,-1229.0625
46272,436,38.3203,2000,LEFT_2000_US,1,1,0,48,-1229.9414,-1229.9414
46312,404,35.5078,2000,LEFT_2000_US,1,1,0,48,-1232.7539,-1232.7539
46352,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1232.7539,-1232.7539
46392,386,33.9258,2000,LEFT_2000_US,1,1,0,48,-1234.3359,-1234.3359
46432,356,31.2891,2000,LEFT_2000_US,1,1,0,48,-1236.9727,-1236.9727
46472,350,30.7617,2000,LEFT_2000_US,1,1,0,48,-1237.5000,-1237.5000
46512,320,28.1250,2000,LEFT_2000_US,1,1,0,48,-1240.1367,-1240.1367
46552,314,27.5977,2000,LEFT_2000_US,1,1,0,48,-1240.6641,-1240.6641
46592,287,25.2246,2000,LEFT_2000_US,1,1,0,48,-1243.0371,-1243.0371
46632,272,23.9062,2000,LEFT_2000_US,1,1,0,48,-1244.3555,-1244.3555
46672,259,22.7637,2000,LEFT_2000_US,1,1,0,48,-1245.4980,-1245.4980
46712,242,21.2695,2000,LEFT_2000_US,1,1,0,48,-1246.9922,-1246.9922
46752,220,19.3359,2000,LEFT_2000_US,1,1,0,48,-1248.9258,-1248.9258
46792,205,18.0176,2000,LEFT_2000_US,1,1,0,48,-1250.2441,-1250.2441
46832,195,17.1387,2000,LEFT_2000_US,1,1,0,48,-1251.1230,-1251.1230
46872,171,15.0293,2000,LEFT_2000_US,1,1,0,48,-1253.2324,-1253.2324
46912,154,13.5352,2000,LEFT_2000_US,1,1,0,48,-1254.7266,-1254.7266
46952,138,12.1289,2000,LEFT_2000_US,1,1,0,48,-1256.1328,-1256.1328
46992,122,10.7227,2000,LEFT_2000_US,1,1,0,48,-1257.5391,-1257.5391
47032,105,9.2285,2000,LEFT_2000_US,1,1,0,48,-1259.0332,-1259.0332
47072,85,7.4707,2000,LEFT_2000_US,1,1,0,48,-1260.7910,-1260.7910
47112,70,6.1523,2000,LEFT_2000_US,1,1,0,48,-1262.1094,-1262.1094
47152,53,4.6582,2000,LEFT_2000_US,1,1,0,48,-1263.6035,-1263.6035
47192,41,3.6035,2000,LEFT_2000_US,1,1,0,48,-1264.6582,-1264.6582
47232,23,2.0215,2000,LEFT_2000_US,1,1,0,48,-1266.2402,-1266.2402
47272,6,0.5273,2000,LEFT_2000_US,1,1,0,48,-1267.7344,-1267.7344
47312,4084,358.9453,2000,LEFT_2000_US,1,1,0,48,-1269.3164,-1269.3164
47352,4072,357.8906,2000,LEFT_2000_US,1,1,0,48,-1270.3711,-1270.3711
47392,4049,355.8691,2000,LEFT_2000_US,1,1,0,48,-1272.3926,-1272.3926
47432,4037,354.8145,2000,LEFT_2000_US,1,1,0,48,-1273.4473,-1273.4473
47472,4022,353.4961,2000,LEFT_2000_US,1,1,0,48,-1274.7656,-1274.7656
47512,4006,352.0898,2000,LEFT_2000_US,1,1,0,48,-1276.1719,-1276.1719
47552,3990,350.6836,2000,LEFT_2000_US,1,1,0,48,-1277.5781,-1277.5781
47592,3962,348.2227,2000,LEFT_2000_US,1,1,0,48,-1280.0391,-1280.0391
47632,-1,-1.0000,2000,LEFT_2000_US,0,0,0,0,-1280.0391,-1280.0391
47672,3930,345.4102,2000,LEFT_2000_US,1,1,0,48,-1282.8516,-1282.8516
47712,3926,345.0586,2000,LEFT_2000_US,1,1,0,48,-1283.2031,-1283.2031
47752,3897,342.5098,2000,LEFT_2000_US,1,1,0,48,-1285.7520,-1285.7520
47792,3888,341.7188,2000,LEFT_2000_US,1,1,0,48,-1286.5430,-1286.5430
47832,3876,340.6641,2000,LEFT_2000_US,1,1,0,48,-1287.5977,-1287.5977
47872,3845,337.9395,2000,LEFT_2000_US,1,1,0,48,-1290.3223,-1290.3223
47912,3833,336.8848,2000,LEFT_2000_US,1,1,0,48,-1291.3770,-1291.3770
47952,3818,335.5664,2000,LEFT_2000_US,1,1,0,48,-1292.6953,-1292.6953
47992,3810,334.8633,2000,LEFT_2000_US,1,1,0,48,-1293.3984,-1293.3984
48032,3790,333.1055,2000,LEFT_2000_US,1,1,0,48,-1295.1562,-1295.1562
48072,3769,331.2598,2000,LEFT_2000_US,1,1,0,48,-1297.0020,-1297.0020
48112,3758,330.2930,2000,LEFT_2000_US,1,1,0,48,-1297.9688,-1297.9688
48152,3746,329.2383,2000,LEFT_2000_US,1,1,0,48,-1299.0234,-1299.0234
48192,3721,327.0410,2000,LEFT_2000_US,1,1,0,48,-1301.2207,-1301.2207
48232,3726,327.4805,2000,LEFT_2000_US,1,1,0,48,-1300.7812,-1300.7812
48272,3709,325.9863,2000,LEFT_2000_US,1,1,0,48,-1302.2754,-1302.2754
48312,3683,323.7012,2000,LEFT_2000_US,1,1,0,48,-1304.5605,-1304.5605
48352,3684,323.7891,2000,LEFT_2000_US,1,1,0,48,-1304.4727,-1304.4727
48392,3653,321.0645,2000,LEFT_2000_US,1,1,0,48,-1307.1973,-1307.1973
48432,3638,319.7461,2000,LEFT_2000_US,1,1,0,48,-1308.5156,-1308.5156
48472,3622,318.3398,2000,LEFT_2000_US,1,1,0,48,-1309.9219,-1309.9219
48512,3607,317.0215,2000,LEFT_2000_US,1,1,0,48,-1311.2402,-1311.2402
48552,3597,316.1426,2000,LEFT_2000_US,1,1,0,48,-1312.1191,-1312.1191
48592,3576,314.2969,2000,LEFT_2000_US,1,1,0,48,-1313.9648,-1313.9648
48632,3584,315.0000,2000,LEFT_2000_US,1,1,0,48,-1313.2617,-1313.2617
48672,3568,313.5938,2000,LEFT_2000_US,1,1,0,48,-1314.6680,-1314.6680
48712,3546,311.6602,2000,LEFT_2000_US,1,1,0,48,-1316.6016,-1316.6016
48752,3540,311.1328,2000,LEFT_2000_US,1,1,0,48,-1317.1289,-1317.1289
48792,3527,309.9902,2000,LEFT_2000_US,1,1,0,48,-1318.2715,-1318.2715
48832,3508,308.3203,2000,LEFT_2000_US,1,1,0,48,-1319.9414,-1319.9414
48872,3494,307.0898,2000,LEFT_2000_US,1,1,0,48,-1321.1719,-1321.1719
48912,3479,305.7715,2000,LEFT_2000_US,1,1,0,48,-1322.4902,-1322.4902
48952,3467,304.7168,2000,LEFT_2000_US,1,1,0,48,-1323.5449,-1323.5449
48992,3443,302.6074,2000,LEFT_2000_US,1,1,0,48,-1325.6543,-1325.6543
49032,3440,302.3438,2000,LEFT_2000_US,1,1,0,48,-1325.9180,-1325.9180
49072,3402,299.0039,2000,LEFT_2000_US,1,1,0,48,-1329.2578,-1329.2578
49112,3390,297.9492,2000,LEFT_2000_US,1,1,0,48,-1330.3125,-1330.3125
49152,3389,297.8613,2000,LEFT_2000_US,1,1,0,48,-1330.4004,-1330.4004
49192,3375,296.6309,2000,LEFT_2000_US,1,1,0,48,-1331.6309,-1331.6309
49232,3350,294.4336,2000,LEFT_2000_US,1,1,0,48,-1333.8281,-1333.8281
